XG20,XG21,XG22,XG44,XG43,XG23,XG24,XG25,XG46,XG45
16.3489187,15.6845282,15.6845282,18.08322999,15.6845282,15.6845282,15.6845282,15.6845282,15.6845282,15.6845282
17.63175424,14.91915103,17.74127883,17.26238967,17.27615466,16.37935497,14.91915103,14.91915103,15.2470209,17.74977309
17.20341865,15.57565315,18.63492258,15.57565315,16.88296445,17.07578629,16.24393228,15.57565315,17.07685326,16.28811709
18.65888678,14.63460801,20.03696539,18.70443825,19.38553844,19.13390369,14.63460801,14.63460801,19.12744165,20.79637347
19.36041525,17.41521669,21.00449601,19.82176756,20.22514903,19.96205747,17.95724794,15.84023413,20.26669419,19.96045734
19.68065151,15.72274646,19.39232162,16.75198968,18.64595115,19.42654412,16.35214232,15.72274646,16.31385428,20.83720078
16.83879152,14.2977478,17.66992537,14.2977478,15.73059566,16.3255871,14.2977478,14.2977478,15.67869222,16.13879754
21.93123888,18.79149847,23.22176514,20.0217147,21.86539328,21.59494063,20.14340034,15.57331665,22.26515288,22.06308809
18.34234234,15.52478177,19.86245953,16.95100674,18.26172408,17.45803169,16.88193629,14.75668132,19.26489097,18.84784838
21.42665762,20.60660243,20.67908047,20.96247437,20.83737183,18.06634561,19.50935001,20.16816053,22.52164668,21.39197931
19.74914384,19.0503258,17.60542865,18.66836576,18.25423845,15.79511627,18.26520311,17.25501517,18.52958592,18.49355999
19.70497272,19.59717759,18.25755603,20.09471673,19.06942682,17.03886944,17.39169645,17.52016197,18.15117793,19.66108915
18.93652373,18.41566003,18.15006675,20.803749,19.6522417,16.3972875,14.83548376,18.11083597,19.95491611,20.08506458
20.74308286,21.82856062,21.51086109,23.17402611,21.19880126,20.105648,19.99490825,22.50312015,20.42551379,20.28229748
19.52789944,20.41681672,19.27280987,21.95109792,20.52124362,19.06434872,19.34282057,21.39258667,18.59132556,18.92714851
15.02874042,16.62305505,15.02874042,17.27210264,16.08976824,16.37068475,15.02874042,17.37627247,17.55369573,17.49001181
18.61693253,19.56302155,20.10844358,17.4321203,18.46700807,19.87455189,18.71584545,17.4321203,19.17110119,18.4399739
17.36859971,17.94096922,17.33273467,19.10692294,16.81056183,17.53517699,17.4413494,17.10377203,17.28900586,18.18537998
16.31651122,15.48877191,14.78681411,16.41320244,14.78681411,15.99545802,15.29739518,16.29413805,14.78681411,16.84582347
19.56200887,20.16493239,19.25333839,19.84505306,18.70045221,19.96202596,20.75648608,21.75022978,19.69696562,19.7398908
19.20728606,18.32014057,17.76949062,20.39440826,19.05647582,16.88234565,19.2509891,18.81361623,18.60597668,19.18229538
19.26540516,19.26696793,19.07960522,21.47426394,19.87766467,19.56615301,19.52848428,19.3474074,20.04275934,20.01779661
18.44373754,18.06361282,18.19987285,18.73657256,17.10841885,18.48811497,19.04367549,19.17470431,18.25224603,18.84303208
27.78018029,27.50938686,27.29634268,27.72651307,26.18622761,27.39775348,27.94472359,27.46103223,27.38817039,27.56429675
16.77496215,14.70585109,14.70585109,15.2509706,14.70585109,15.79243396,14.72592808,16.09478228,14.70585109,15.28404124
19.26433664,16.80787304,15.29170006,21.23599039,17.50430717,18.23210996,18.34584633,17.03789846,16.46971385,16.12703618
18.37588128,17.76038078,18.25133446,17.95210784,16.48070689,19.17819236,18.15728525,18.12135645,17.72486457,19.14651305
15.37432978,15.37432978,15.37432978,17.86636122,15.37432978,15.37432978,17.82340728,18.18294577,15.37432978,15.37432978
18.98018343,19.04792634,18.68031563,19.903929,18.24783612,19.83997282,18.97396068,18.79055562,18.68834039,19.30585204
21.07062527,20.71445642,20.93499298,23.39148577,21.25131525,20.51760356,20.81750083,21.31557595,21.78821749,21.37277142
21.25677996,20.75683125,21.55457609,20.89461676,20.2431349,20.77563831,20.98367523,20.97374509,21.24261721,20.29746319
18.85396444,19.57191706,19.23774782,19.8432336,19.339459,19.09818424,18.45688378,18.81569229,18.29933381,18.51498824
16.70651625,14.27003406,15.63471823,21.37676012,16.94733212,14.75823908,15.32009359,16.45528545,16.54023933,16.64187656
17.76680346,18.27366358,17.7583982,18.16589314,15.88459815,20.33477206,19.84186615,18.71768029,16.75982674,18.57513088
18.23016472,18.6838359,17.61087976,18.80921516,16.33894308,19.44272954,17.94220986,20.22208454,16.34349086,16.33894308
14.26912668,14.26912668,14.26912668,14.26912668,14.26912668,16.34055998,16.15155128,14.26912668,14.26912668,14.26912668
23.76474335,22.86354212,22.54648744,25.27245025,26.15309769,22.54125995,22.47069685,24.4660797,22.34392549,22.11172025
16.82996143,17.46507286,17.78985319,18.76522397,17.68398759,17.1355698,17.63413769,17.77093544,17.94420374,16.42681973
21.0157526,20.79843502,20.25895457,23.62086874,21.17503872,21.44368115,21.0720953,21.71605978,20.26015446,20.83644809
17.50537993,17.19733115,16.31844779,18.69322277,17.42331279,16.33473988,17.72644488,17.25999233,17.22328572,17.50242139
16.9630152,17.37645187,16.51154191,18.32074299,16.44232154,15.98654161,17.20919498,16.83758588,17.66683836,17.5476525
18.90735309,18.46825375,18.57274336,21.19661578,19.02681856,18.85505741,18.42740262,18.61663028,19.31221103,19.24612183
16.74444934,17.86868307,16.74444934,20.90452447,20.17996739,18.5248933,17.89324246,16.74444934,18.82739272,18.38933291
22.80419031,21.93302099,22.51226678,23.17544112,22.97745629,23.22131098,22.13678856,23.22757849,20.04189239,21.57337086
29.50574809,29.05262194,29.11026314,29.52161565,28.63609376,29.51011909,29.45498274,29.12089865,29.27794188,29.36252003
23.85893847,23.6874671,23.83622655,24.30269623,22.86694392,24.13617649,23.68125589,24.13402093,24.4637839,24.02840202
17.67092233,17.71710866,17.67092233,19.81887732,17.67092233,17.67092233,17.67092233,17.67092233,17.67092233,17.67092233
16.78121692,17.85885009,16.15896541,16.34424782,16.15896541,17.92133766,17.10676787,16.15896541,17.62047647,16.15896541
20.02266988,19.48085663,20.27815605,20.24149124,19.3875471,20.1471647,20.02238068,20.28043337,19.43949587,20.48072747
23.56287649,22.77242231,23.88901092,22.99521992,23.57732509,24.6119798,24.70566329,22.87870121,23.01755605,24.04129101
22.31208221,22.19990744,21.6408763,22.27166677,20.85078192,21.5152607,21.94154539,21.60509175,21.89115903,22.08272323
20.69504155,19.50946672,19.63084478,23.55186066,19.9676006,20.3621928,19.82647818,19.97848982,21.06630537,21.47609983
25.76496693,24.51118573,24.72639717,25.34563251,24.94427328,24.37333103,25.63303268,25.35124363,24.83002683,26.14221023
17.32920782,18.31105424,18.19991448,19.75254705,20.36612995,19.40635775,17.05158916,16.33069317,18.30018454,19.14585038
17.95208668,16.38933777,17.54367568,17.7773971,18.15005078,17.92087455,16.2020262,15.43928292,15.43928292,18.08404488
22.19596373,20.73030418,23.05506526,21.70678192,22.42864463,21.26899309,20.22876468,18.53867431,21.53367015,22.52125081
23.47892758,23.57655297,25.46382592,24.97184014,26.70124818,25.77754118,23.05360245,18.55506769,24.75077526,24.62280512
21.79777204,21.12322691,22.57510248,23.36985077,23.64154366,22.70614913,21.30862692,18.57717259,21.9876514,22.07554933
20.81088666,21.33182709,22.60430561,22.53379513,24.25078069,22.69458882,20.77760699,15.25385066,20.91753753,21.89986027
17.50319696,18.47902284,18.73852649,18.82379968,19.80389126,19.42766886,18.66636478,16.61799301,19.0319919,17.88992788
18.39446034,15.16851421,16.99439781,19.63625144,18.62431132,17.81427109,17.54746047,15.16851421,15.41095126,16.4716478
24.61902359,22.90307846,25.59711552,24.20953175,24.70557027,24.56704322,24.08541443,19.91393813,25.10512939,24.57047372
20.470031,20.24279352,19.19084045,22.5626909,19.92857006,23.35174453,19.94705151,19.61727576,20.14607903,19.74083627
16.76746244,18.75749927,19.19926241,18.12840566,18.89004074,17.90339342,18.69190887,17.68499276,18.93710905,18.0346356
24.15906753,20.02360243,20.19914272,22.08331246,20.70580469,21.22504044,20.8719588,20.28689486,20.86932546,20.81933859
24.91633827,25.6762992,26.24147713,25.97482023,25.60916994,25.54332287,25.90686831,25.27342996,25.74756609,25.21441992
23.48979885,23.69340315,23.28321796,23.37363637,23.47904036,23.67613453,23.30818499,23.13778558,23.06571113,23.22162001
27.61187526,26.92546625,27.21848091,27.18333295,26.19878313,28.12347164,27.40855676,27.43217472,25.85729461,26.35405671
18.6660171,18.12933553,17.27605041,17.61282183,17.27605041,20.17214622,19.33333104,18.6233889,17.27605041,17.27605041
20.13238002,19.53688356,19.02855007,19.92892141,19.62557419,20.73574989,20.53781771,19.28896715,19.78308376,20.3954043
29.84500691,30.12242439,29.84568366,29.56116288,28.70876491,30.05263355,30.21343489,29.65485943,29.78568284,29.26204924
16.82120536,16.83001184,15.46138239,19.55608618,15.46138239,15.46138239,17.12234539,17.75838976,15.46138239,16.95153027
18.79736913,18.56319162,18.85571274,20.12920801,17.73589746,19.63941667,19.06969232,18.93613495,19.32502692,19.87891979
19.36615303,17.29028693,18.82371815,20.4301022,18.4170911,19.50533389,18.8499694,18.06050942,17.50124874,20.42852209
26.92117211,26.69671596,26.57144748,26.79218907,25.67671295,26.78596544,26.89983631,27.08845312,26.79627374,26.884415
25.91102527,26.04387937,26.25978391,26.22733875,25.46234263,25.99020344,25.5076317,25.99780418,26.12305447,26.2622351
22.38657154,22.64292966,22.24594883,23.38525286,22.89612653,22.39354967,21.56934329,21.9806618,21.32515295,21.82942699
20.94815849,21.02177721,22.09243569,21.44903879,20.13618181,19.13661554,22.03440489,22.18149791,21.08019621,22.97309561
27.35304961,27.16510895,27.64813592,27.81036521,26.49281233,27.30284709,27.89746134,27.58698669,27.54104709,27.98833858
27.75217103,28.79387643,28.51181767,28.40689332,26.85008428,29.62475932,28.39572265,28.94587628,28.75374019,28.29587947
25.77614635,25.10173849,25.24883863,26.10894808,24.56824052,25.87325607,25.72384517,25.66946177,25.37134674,26.30493392
14.45443347,14.45443347,14.45443347,17.12476864,14.45443347,15.55303464,15.67886304,17.33495478,14.45443347,16.2438068
22.2452788,20.888933,22.26582905,19.45171017,17.34121082,18.75609144,25.02269002,19.96817309,22.60890384,22.66056569
20.56540463,19.81635587,20.69850746,22.14566897,21.41482908,20.67288907,21.15694223,21.18167837,21.46984685,21.39825507
28.30975333,27.80420538,28.11832899,28.16152604,27.38648365,28.04606836,28.66035754,28.2069507,27.64446936,27.79907526
19.50614569,16.46787069,17.31430387,16.89086838,15.62696826,19.35689211,15.62696826,15.62696826,18.38675176,23.4960582
19.22464707,15.70744002,15.70744002,15.70744002,15.70744002,15.70744002,15.70744002,15.70744002,15.70744002,15.70744002
21.77026424,16.01029862,18.28356219,16.9611598,18.77586362,16.01029862,16.01029862,16.01029862,17.07677255,20.11242042
17.51719792,14.6459428,16.80229892,17.08488168,15.1611328,14.6459428,14.6459428,15.31263206,16.89364677,16.93627112
17.12962671,14.31548156,15.95936578,15.94635705,14.31548156,14.31548156,14.31548156,14.31548156,16.18700026,15.18661769
18.07413656,13.9058061,17.25318169,17.08771484,16.1550753,16.10415561,13.9058061,14.94634786,17.1890056,17.71631647
18.57203772,14.76649787,17.99840863,17.35947223,16.68461049,16.68846152,14.76649787,15.50942685,17.60787378,17.1653111
17.86200466,14.00634406,14.00634406,14.00634406,14.00634406,14.00634406,14.00634406,14.00634406,14.00634406,14.00634406
20.10739541,15.15464369,16.61623495,17.06596466,17.1070178,15.15464369,15.15464369,15.15464369,17.37462151,18.60293894
20.40942525,14.91767127,17.49744378,17.75394906,18.08927218,15.81778839,14.91767127,15.47087047,17.93679041,18.14337948
18.53713022,14.96717656,16.79081361,17.56207784,16.51044704,14.96717656,14.96717656,14.96717656,17.68353652,17.45454681
19.90815528,15.2026416,19.03257043,18.26299806,17.49041929,17.45181127,15.9099318,15.58878153,18.5916593,16.95503375
19.15077303,15.68304,15.68304,15.68304,16.82816128,15.68304,15.68304,15.68304,15.68304,16.45891533
15.31233167,18.07662724,14.81148867,16.04445266,14.81148867,18.47335844,18.40256036,15.09684446,14.81148867,14.81148867
20.43854873,21.40924085,21.04684424,21.21101312,19.44954969,21.77651406,20.21689177,22.43613545,20.22159051,21.40028768
17.40779717,18.85754938,18.74473254,18.6808147,18.83124548,17.96094229,16.91971888,17.68012952,17.93941924,18.79896623
20.54022384,21.50920211,21.74385238,23.10241916,21.3722993,19.9277163,19.23057725,21.14141804,19.84016679,20.25422461
22.7131378,22.22757438,23.44175274,22.58947903,21.57186997,23.00690438,22.25918681,23.26612269,23.08745507,22.82197829
21.07258994,20.52846758,19.79923774,20.73983849,21.8857458,20.95068083,20.56973499,20.8511309,21.25316293,20.70669467
18.75733151,18.35159223,18.38698338,17.91923697,17.55730768,19.03468278,18.08568527,18.89935397,15.66933114,19.05152312
16.97063404,19.32943313,16.97063404,21.20746034,16.97063404,16.97063404,16.97063404,16.97063404,19.09696265,20.49485192
23.01684552,23.32196634,22.74701366,23.75257614,22.3652402,23.04342035,22.35890844,23.79281879,22.29658271,22.52734623
22.96662109,22.84570232,22.60959888,23.32255095,22.41178224,23.3877715,22.90286665,22.7325195,22.40332038,22.71969453
22.31336413,22.78376521,22.01869055,23.20517323,21.64021735,22.70726676,22.33432198,22.7092395,21.68562452,22.12623892
17.75276008,17.75526281,17.39372025,18.60393971,17.79930287,18.29804298,17.3707434,17.93948712,17.62812933,17.81991974
30.10145702,29.96640142,28.64074736,29.52711245,29.77041578,30.22662386,30.16684238,30.39902792,29.9714091,30.46118415
22.41221345,20.88092579,21.50331248,21.67498939,20.54771486,22.06406003,22.81091479,22.51147037,21.30883019,22.31783627
19.59627314,17.4332342,18.68982292,19.63364227,17.04573567,19.79526047,20.47265837,20.31253637,17.91439718,20.12328186
17.70116779,16.64604127,16.82256208,16.64604127,16.64604127,16.72943964,18.18842269,18.07451291,16.64604127,19.19405435
19.79001513,22.36529441,15.8428733,21.16439047,16.51222313,22.04656768,20.85447902,17.4838202,18.7097416,22.65407722
21.32444881,21.26731363,21.76346638,23.06264057,21.26586767,22.14764032,21.84973886,21.23000255,22.27594274,21.43695053
22.43953556,22.03145437,22.94119782,23.92866538,21.8752513,22.1941713,22.50597566,21.67122077,23.69513928,22.60323921
19.66269065,17.89421679,19.64166063,17.89421679,17.89421679,19.49768363,20.01912306,19.66835093,19.29513581,20.25659714
16.88091113,15.33182039,15.83888739,17.50593461,15.49702525,15.44792089,15.83323524,16.57989319,15.67609094,16.48490499
26.873877,23.68437795,24.32442051,24.18489047,23.05789342,23.56717207,24.39183605,23.75763386,24.02770896,24.01327377
17.53135492,14.11287725,14.11287725,17.63228137,18.12806923,14.47059136,14.11287725,14.11287725,14.97262314,14.11287725
16.36545781,16.36545781,16.36545781,16.36545781,16.36545781,20.2067321,19.07405798,16.36545781,16.36545781,22.05140911
24.17916286,19.60033161,20.44082001,20.8865987,20.57270821,21.11582252,21.5018367,18.81032382,19.20453443,19.63529732
27.27816953,26.70248481,26.97794071,27.64475594,26.25367901,27.08575917,27.52509756,26.99139028,27.39562644,27.64777482
21.76080582,21.35055185,21.44691758,20.85739106,20.94147949,22.41654191,21.74763892,21.22725545,20.85089549,21.34799395
27.84320541,27.39402719,27.70117699,28.08970763,27.48462784,27.9182489,27.9472977,27.83915572,27.86667892,27.45975841
23.00999532,23.24060575,23.12875679,23.42755301,22.89317347,23.18137643,23.33949584,22.99702921,22.58232049,23.42207426
14.30223212,16.69718489,14.08937968,15.55898047,14.08937968,15.66235056,14.88143309,14.08937968,14.08937968,14.08937968
21.03515819,20.35043207,21.10462818,21.99851236,20.17013733,21.28749835,19.99998478,20.97213105,20.32136388,20.66996515
21.91133191,20.34126023,20.46259625,22.1240574,22.76232567,22.1767271,21.81521206,21.67190987,21.03899867,20.93051023
16.62934295,14.78463504,16.53902601,18.60563493,15.23422043,17.16779819,16.22427848,14.94038305,18.29375691,14.23290131
22.34448718,22.64950815,22.93919906,23.82336141,22.36815633,21.50397722,21.94488244,22.52753774,22.06385602,22.56073865
21.45626241,21.47613853,21.50666605,23.04622494,22.2453763,22.19078561,21.59727456,22.57006484,20.94058701,20.98906511
20.4573205,20.12873398,18.81215145,22.383037,19.52532234,20.22736902,20.7105208,20.02974774,20.11821095,19.75206719
24.71800748,23.97857702,23.46455759,25.60747153,22.9027375,24.35566282,24.12856598,25.2235329,23.36504365,23.94592038
26.2629135,25.49411605,24.91923679,26.12136894,24.35405563,25.63297734,26.14499129,25.93414472,25.3544727,25.42450078
17.08197373,15.73255707,16.56830651,20.34103093,17.8381883,16.68002014,16.83632172,15.83727086,15.72392535,16.9720546
19.99869862,19.92509413,18.97382075,19.22144463,19.74882548,20.8707406,21.05951396,20.54098965,18.87352963,19.05135085
28.80656998,28.30136697,28.37567172,29.63159562,28.67195089,28.73656802,28.50283253,27.89105683,28.74359746,28.8244545
18.77799459,15.77351201,15.77351201,15.77351201,15.77351201,18.20571004,16.37043,19.06317106,16.37901592,16.08613493
19.00277605,17.21485032,16.72494022,19.52297967,18.50902217,17.88343029,18.33669546,17.77809869,20.1048473,19.36917358
20.30879993,19.96538992,19.63630931,20.85683915,19.82324409,19.790542,19.8466806,19.74518324,20.58256318,20.93593063
17.23478879,16.50118215,16.43200009,17.76419786,16.48671646,16.61767069,17.19333931,17.32039402,16.95827755,18.04440563
21.22051413,21.67389294,21.37310782,21.36172241,20.8393896,21.08910695,21.27964671,20.2875271,21.61563222,21.12101331
19.22133341,18.43676059,17.94100774,19.91753152,18.18254227,18.80113335,18.81780664,18.76698276,18.23865911,19.35637956
24.12074666,22.94527477,22.14807884,23.48952142,22.22431528,23.69673634,22.98105881,23.9032268,22.78063968,23.23600674
21.19918781,20.53741038,20.34726059,21.14399285,20.03821354,20.62156095,20.80410137,20.13881316,20.00081187,20.03881653
17.15939049,17.14187077,18.64497384,20.73076428,18.97367941,16.94646602,17.03678417,18.41995195,19.94413966,19.57126716
18.12083128,21.18417648,18.18419117,23.80174476,21.18724045,17.42867568,20.70107364,21.17014512,20.10407097,20.4392951
16.75535756,14.5585591,14.5585591,14.5585591,14.88500368,23.72003243,19.74040479,15.6683216,14.5585591,19.27169953
17.60145503,18.65947334,18.09107505,22.56606298,18.27921382,16.03759907,17.76830015,18.7014503,19.38410563,16.44253277
21.30812013,21.97221127,21.48772561,23.295326,22.24724565,21.27624285,21.19961229,22.50482941,20.7013384,20.54336877
24.75255215,24.88720313,25.49165471,25.43342868,26.51035274,25.91584592,25.22237955,19.94864501,24.03182368,24.9403023
13.77404091,16.3161492,13.77404091,16.2666982,13.77404091,16.126661,15.991492,13.77404091,13.77404091,13.77404091
24.38673453,24.1747005,22.78629446,23.82672672,24.05681051,24.5484386,24.61735962,24.0410102,24.13664292,24.88294421
20.71382814,14.45920596,14.45920596,17.43644481,14.45920596,18.23164191,16.94250636,14.45920596,15.04430689,14.45920596
17.78217859,18.81554962,15.39599258,17.0645826,16.12067168,18.34070475,15.51019082,14.05739917,16.44674484,16.19126303
24.38885711,24.32241864,24.03244869,25.12145226,24.52363697,24.40930599,22.95104606,23.90522741,22.60243054,23.21035074
25.40191384,24.64043957,23.87928381,25.30483354,24.01225966,26.21476437,24.40667473,24.73851793,22.75931972,23.92716759
14.9237511,17.92032568,15.29140343,17.11697956,14.39360858,17.62559236,16.78292145,15.07446604,16.18189033,15.24687163
14.47512483,14.77238516,14.47512483,18.07340825,14.47512483,16.49625244,14.47512483,14.47512483,14.47512483,14.9361762
18.274563,18.20456085,17.97091581,18.65009131,16.78352594,18.0893113,18.66179408,18.83601008,18.25450721,19.10980037
13.99773622,16.64935596,13.99773622,15.33802225,13.99773622,13.99773622,14.43207453,13.99773622,15.90465327,15.0423509
25.23413914,24.9255002,24.52277331,25.78300471,24.29960966,24.94822284,25.54293326,25.63593639,25.69710968,24.96166412
23.06023382,24.11892112,23.69145409,24.04892218,23.13397156,24.07894414,24.42703094,24.39110026,23.15814291,23.52836921
19.11006269,19.41192534,19.0047847,20.05254682,19.5291927,18.74846641,17.68300273,18.8334362,17.7355395,18.39013247
18.91057521,19.52583835,17.5869386,18.46840889,17.44833488,19.11645169,18.94783818,18.88608391,17.87771896,17.94590672
26.29092921,25.64452074,25.28091955,25.5212604,24.24463313,25.46526472,25.07468456,25.14022223,24.55364664,25.4592231
16.9775859,16.45552514,16.45552514,16.45552514,16.45552514,17.33640536,16.70202458,16.45552514,16.45552514,16.52134021
23.3490775,22.9162208,22.69133694,23.78479617,22.62636287,23.54770733,22.13257519,22.89979833,21.47519152,22.34831132
23.09022067,22.93300991,22.91572696,23.5595931,22.37338944,24.39496974,23.46055826,23.63093275,21.44746063,21.75021189
21.93654269,21.92606294,22.15639961,22.71881086,21.53882004,22.2269826,21.59245031,22.11099554,20.93898028,21.46891981
17.67056754,18.1457069,17.09172366,19.8685578,17.34303563,18.59017013,18.16067715,19.22348886,17.57823885,17.56916444
21.97689481,21.93257089,22.03847362,22.63133228,22.14211438,22.06919095,21.31451645,21.28402824,21.05517468,21.50132054
16.98910826,15.42974092,16.97077374,19.91260423,18.86796586,16.56334316,17.33505445,16.05051695,15.9958063,16.99620831
19.78421577,20.68935927,18.96330966,19.68539985,18.49833746,19.67725359,20.03195372,19.77883412,18.87360979,19.8270075
23.71382667,22.81337285,22.56613988,22.7049475,21.38935182,23.08686349,22.70635099,22.62935951,22.3736592,23.19683667
21.55669034,21.71652916,21.23845693,20.23357872,18.96544171,20.48816622,18.37165928,21.09555268,20.28739859,20.39508287
24.46649934,24.55843531,23.99393494,25.37449946,24.89732081,24.21817268,22.91746605,24.18854312,22.95961279,23.67860745
22.98103981,20.31017452,23.58421154,21.00099011,21.5210007,21.63546938,22.38318694,17.15689518,22.93006432,22.70681827
16.05571338,14.06974083,14.06974083,18.99800913,19.21906347,16.59871418,17.52478918,19.4208411,16.59696964,20.00372841
18.87908166,18.72073378,18.21374027,20.40935455,19.09742232,18.67226811,19.02272033,18.01459978,19.3204582,19.07819431
27.04754815,27.3791512,27.55391657,28.28425041,27.23587064,27.56696601,27.52968516,27.01818914,27.47581988,27.63076193
14.62468693,14.62468693,16.66878146,16.74278885,16.71062464,14.62468693,14.62468693,14.62468693,14.62468693,17.29872475
14.5607123,15.4397169,14.5607123,16.3054403,14.5607123,17.021457,17.62875523,14.5607123,14.5607123,14.5607123
16.36142365,17.66386512,16.47368457,17.55854964,16.51863695,19.9822235,20.51982663,17.04119374,17.93603194,19.716897
21.11106608,20.9130563,21.44561544,22.17790475,20.49626902,20.78042473,21.79549513,20.69376184,21.49626597,21.85387109
17.53846557,15.15687157,17.06992172,19.29486653,16.85361377,16.8378506,17.11942466,14.98949299,15.61152995,14.98949299
15.44273131,14.16049036,15.99038412,18.14194808,14.16049036,17.85316219,17.21546842,14.16049036,15.36596555,18.93032948
14.38558768,14.38558768,19.79068367,17.64361886,14.38558768,18.82700615,17.1474981,14.38558768,14.38558768,20.10753749
21.37483546,19.11095605,19.13633,20.9615608,20.58484325,19.42962945,21.37006064,19.49782821,20.04691233,22.18215487
19.68183708,16.9486941,17.32728893,19.24831473,18.88153774,16.35301528,19.62633524,17.63534006,18.16858812,20.1035345
19.15570534,17.5786491,14.51551385,18.00449927,17.46644109,16.71906978,19.90400666,17.5531072,15.12394045,20.33796864
17.50871916,15.13799362,14.75308104,16.83551653,16.56909721,14.82198822,18.25012071,14.94853255,14.22524275,18.49403033
19.78068523,16.89488889,14.35737132,18.24628177,17.60806031,16.89344393,20.46254733,16.97381016,14.35737132,21.04885368
17.39239984,14.76550707,15.34037756,16.55937219,16.04888045,15.10648802,16.90884382,15.90323489,14.3606423,17.394151
20.90880562,19.11470775,16.95793443,19.79766489,19.03827048,19.11640013,21.38529355,19.29919069,17.58332866,22.0928081
16.04948183,14.69633467,13.59871418,16.99061679,13.59871418,13.59871418,13.59871418,17.18423779,13.59871418,13.59871418
22.44484365,22.88021978,22.68679384,23.2340827,22.25905187,22.50178702,22.38467942,22.73408628,22.26941208,23.10624774
20.68134781,21.10812464,20.20004039,20.92544868,19.79171069,20.16875153,20.93400881,20.5362809,20.19749163,20.69407132
21.87788612,20.38189473,15.78356131,23.02663961,22.45510155,18.77889607,21.86053129,19.90265407,16.84048732,23.37774207
20.88051641,20.11187718,21.16684652,21.35116112,19.34268929,21.18865841,19.60113658,20.31358266,20.78284498,20.67768502
14.37299388,14.37299388,14.37299388,18.80601028,17.61849484,14.37299388,14.37299388,14.37299388,14.37299388,16.66629044
24.61131157,25.51260738,25.58641743,24.48984318,25.04861143,25.44229318,25.27385421,24.81553565,25.31262652,25.61641681
26.97223765,27.18301955,27.7587297,27.42859607,27.22287964,27.57902216,27.81985525,27.41257773,27.3173679,27.23014038
18.37295922,18.31721247,18.15119713,21.28702369,18.01201459,18.57703183,19.02981664,19.00528874,18.78691638,19.7951459
20.91918722,21.86310262,21.9580257,19.96641744,19.1835474,22.18852229,20.54475176,20.88206796,21.27139392,21.92319789
17.86888791,17.80803719,15.80659643,17.35728902,14.28953291,16.8920585,17.29387209,15.11101927,14.28953291,15.36261219
14.91780892,15.01997259,14.6825536,18.34778139,14.01711985,15.83237637,15.76336709,14.95733881,13.57701961,13.57701961
14.47510009,14.47510009,15.88139874,17.28179974,14.49149692,14.47510009,14.47510009,14.47510009,14.47510009,14.47510009
19.13387517,17.95336745,18.87240228,19.17270004,18.56762772,18.07925478,18.44681033,19.66271118,18.83121532,17.86824165
21.72080495,20.88634808,20.38809456,21.84334451,20.86585558,21.41971283,21.53541434,21.80256774,21.44772659,21.43940227
20.62237975,19.9959298,20.11174492,20.71182207,19.15483634,20.34856473,20.51402847,20.50716275,20.20814623,19.87452102
17.82930756,15.3010472,15.3010472,16.71389147,15.3010472,15.3010472,15.3010472,18.1805821,15.3010472,15.3010472
20.81038983,20.48736718,20.40065133,21.32903039,19.67971955,20.8395921,20.87309082,21.25659585,20.83971982,20.76485661
16.82330309,16.5323941,14.63868349,16.53715594,14.63868349,16.35109074,14.63868349,17.45774295,17.11316079,16.02859711
24.19856134,24.1525595,22.53391867,23.83613802,22.67092579,23.21180098,23.89143255,24.52125884,23.87417644,23.55815921
20.74784427,19.94541231,20.27795039,20.75853758,18.58085326,20.79402294,20.3564024,20.59623321,21.79362335,19.58477927
20.57152618,19.96030461,19.50297756,21.12364814,19.34271506,20.2832807,20.32154211,20.45010446,20.52027349,19.6852683
19.36119069,18.56929264,18.83471079,19.64624601,18.43903887,19.05384122,19.03778471,19.33493338,18.83389139,18.72642815
20.69202331,19.9123832,20.33235745,21.23044577,20.05122156,20.53731664,20.5096681,20.86086514,20.43907984,20.3587074
19.12046286,18.62671923,18.69658714,19.9463882,18.76720872,18.46885407,19.60319325,20.31848461,19.16934182,20.390041
19.7480498,19.28578755,19.26378153,21.35663761,19.71680429,19.31942337,19.57129262,20.08577699,20.53791651,19.89767432
19.48560897,19.07453823,19.16185276,19.51002236,17.84914974,19.20964984,18.81654172,20.02637738,19.36010683,19.37418648
20.18983843,19.83077727,19.49623354,20.51313289,18.79949665,19.89655599,19.91081645,19.77109639,20.67874551,19.89037302
16.81953194,15.63139057,15.63139057,18.12894617,16.92963695,16.74212375,16.10866674,16.724837,17.60103284,17.46291622
17.43298389,16.50895304,17.56817533,18.05435375,16.78852658,17.06310554,17.1292632,16.96147186,17.9433549,18.10421081
21.80328105,20.5107183,20.93897552,22.32125679,21.05322773,21.51237096,21.23810439,21.6249642,21.54274603,21.37103413
22.9517083,23.11730463,23.49812694,23.51603157,22.39568958,24.7504223,24.41609807,22.5503944,22.92329058,22.53392651
17.47620467,14.83426185,14.83426185,15.21237764,18.70501555,18.39369368,18.94392243,14.83426185,14.83426185,18.79643585
18.46603313,16.18135323,17.30248009,20.48299858,18.70981353,14.67736856,17.21892738,14.67736856,17.95278994,14.67736856
24.70970259,25.22449399,25.40896096,24.87212888,25.08845474,24.57067012,24.73133965,23.35029298,25.31931751,24.24802281
28.8555736,29.21694785,29.79547363,29.81322781,29.8524937,29.15483433,29.57272867,28.68077983,29.66629239,29.44552148
